source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence	norm_str
P/Y	A/N	Bmp4	Acvr2b	6.346518565815326e-5	0	BMP4_BMPR1A_ACVR2B	Bmp4  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	9.489363387624652e-4
P/Y	A2	Bmp4	Acvr2b	4.732676659696132e-5	0	BMP4_BMPR1A_ACVR2B	Bmp4  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	7.07368421691988e-4
P/Y	P/Y	Bmp4	Acvr2b	4.5697559190239726e-5	0	BMP4_BMPR1A_ACVR2B	Bmp4  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	6.829816314974061e-4
P/Y	A/N	Bmp4	Bmpr2	1.1575350692867565e-4	0	BMP4_BMPR1A_BMPR2	Bmp4  - (Bmpr1a+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	0.001731614047684167
P/Y	A2	Bmp4	Bmpr2	8.594257631094338e-5	0	BMP4_BMPR1A_BMPR2	Bmp4  - (Bmpr1a+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	0.0012853891487053554
P/Y	P/Y	Bmp4	Bmpr2	1.009501403260393e-4	0	BMP4_BMPR1A_BMPR2	Bmp4  - (Bmpr1a+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	0.0015100298626242572
P/Y	P/Y	Bmp4	Bmpr1b	5.268876817062206e-5	0	BMP4_BMPR1B_ACVR2A	Bmp4  - (Bmpr1b+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	7.876295393743654e-4
P/Y	A/N	Bmp5	Acvr1	4.391684393828522e-5	0	BMP5_ACVR1_BMPR2	Bmp5  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	6.563269962026333e-4
P/Y	A/N	Bmp5	Bmpr2	4.391684393828522e-5	0	BMP5_ACVR1_BMPR2	Bmp5  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	6.563269962026333e-4
P/Y	A2	Bmp5	Acvr1	3.877447716987237e-5	0	BMP5_ACVR1_BMPR2	Bmp5  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	5.793534819849286e-4
P/Y	A2	Bmp5	Bmpr2	3.877447716987237e-5	0	BMP5_ACVR1_BMPR2	Bmp5  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	5.793534819849286e-4
P/Y	P/Y	Bmp5	Acvr1	5.737177355548409e-5	0	BMP5_ACVR1_BMPR2	Bmp5  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	8.577271029685156e-4
P/Y	P/Y	Bmp5	Bmpr2	5.737177355548409e-5	0	BMP5_ACVR1_BMPR2	Bmp5  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	8.577271029685156e-4
P/Y	A/N	Bmp5	Bmpr1a	4.835444547920697e-5	0	BMP5_BMPR1A_ACVR2A	Bmp5  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	7.227512324902511e-4
P/Y	A/N	Bmp5	Acvr2a	4.835444547920697e-5	0	BMP5_BMPR1A_ACVR2A	Bmp5  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	7.227512324902511e-4
P/Y	A2	Bmp5	Bmpr1a	3.5902665602733794e-5	0	BMP5_BMPR1A_ACVR2A	Bmp5  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	5.363667720809332e-4
P/Y	A2	Bmp5	Acvr2a	3.5902665602733794e-5	0	BMP5_BMPR1A_ACVR2A	Bmp5  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	5.363667720809332e-4
P/Y	P/Y	Bmp5	Bmpr1a	3.264662790501198e-5	0	BMP5_BMPR1A_ACVR2A	Bmp5  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	4.876287735471711e-4
P/Y	P/Y	Bmp5	Acvr2a	3.264662790501198e-5	0	BMP5_BMPR1A_ACVR2A	Bmp5  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	4.876287735471711e-4
P/Y	A/N	Bmp5	Acvr2b	3.961103736123255e-5	0	BMP5_BMPR1A_ACVR2B	Bmp5  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	5.91875532761074e-4
P/Y	A2	Bmp5	Acvr2b	2.9538259560603273e-5	0	BMP5_BMPR1A_ACVR2B	Bmp5  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	4.4110116364935487e-4
P/Y	P/Y	Bmp5	Acvr2b	2.8521399274214555e-5	0	BMP5_BMPR1A_ACVR2B	Bmp5  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	4.258802909973797e-4
P/Y	P/Y	Bmp5	Bmpr1b	3.2884940179636224e-5	0	BMP5_BMPR1B_ACVR2A	Bmp5  - (Bmpr1b+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	4.911959507021962e-4
P/Y	A/N	Bmp6	Acvr1	1.5107420828159308e-5	0	BMP6_ACVR1_BMPR2	Bmp6  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.2509316181481903e-4
P/Y	A/N	Bmp6	Bmpr2	1.5107420828159308e-5	0	BMP6_ACVR1_BMPR2	Bmp6  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.2509316181481903e-4
P/Y	A2	Bmp6	Acvr1	1.333840197093547e-5	0	BMP6_ACVR1_BMPR2	Bmp6  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.9861360399830533e-4
P/Y	A2	Bmp6	Bmpr2	1.333840197093547e-5	0	BMP6_ACVR1_BMPR2	Bmp6  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.9861360399830533e-4
P/Y	P/Y	Bmp6	Acvr1	1.9736115686954447e-5	0	BMP6_ACVR1_BMPR2	Bmp6  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.9437777832863675e-4
P/Y	P/Y	Bmp6	Bmpr2	1.9736115686954447e-5	0	BMP6_ACVR1_BMPR2	Bmp6  - (Acvr1+Bmpr2)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.9437777832863675e-4
P/Y	A/N	Bmp6	Bmpr1a	1.6634007951228225e-5	0	BMP6_BMPR1A_ACVR2A	Bmp6  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.479438803485299e-4
P/Y	A/N	Bmp6	Acvr2a	1.6634007951228225e-5	0	BMP6_BMPR1A_ACVR2A	Bmp6  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.479438803485299e-4
P/Y	A2	Bmp6	Bmpr1a	1.2350476043090174e-5	0	BMP6_BMPR1A_ACVR2A	Bmp6  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.838258352766843e-4
P/Y	A2	Bmp6	Acvr2a	1.2350476043090174e-5	0	BMP6_BMPR1A_ACVR2A	Bmp6  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.838258352766843e-4
P/Y	P/Y	Bmp6	Bmpr1a	1.1230378960279108e-5	0	BMP6_BMPR1A_ACVR2A	Bmp6  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.670596626927755e-4
P/Y	P/Y	Bmp6	Acvr2a	1.1230378960279108e-5	0	BMP6_BMPR1A_ACVR2A	Bmp6  - (Bmpr1a+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.670596626927755e-4
P/Y	A/N	Bmp6	Acvr2b	1.3626181410165862e-5	0	BMP6_BMPR1A_ACVR2B	Bmp6  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	2.0292123038023307e-4
P/Y	A2	Bmp6	Acvr2b	1.0161083686996131e-5	0	BMP6_BMPR1A_ACVR2B	Bmp6  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.510539169675683e-4
P/Y	P/Y	Bmp6	Acvr2b	9.81128041691631e-6	0	BMP6_BMPR1A_ACVR2B	Bmp6  - (Bmpr1a+Acvr2b)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.458178869068033e-4
P/Y	P/Y	Bmp6	Bmpr1b	1.1312359776042541e-5	0	BMP6_BMPR1B_ACVR2A	Bmp6  - (Bmpr1b+Acvr2a)	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	1.682867924896051e-4
P/Y	A/N	Gdf11	Tgfbr1	1.1147281147112358e-5	0	GDF11_TGFBR1_ACVR2A	Gdf11  - (Tgfbr1+Acvr2a)	GDF	Secreted Signaling	KEGG: mmu04350	1.6581581312091287e-4
P/Y	A/N	Gdf11	Acvr2a	1.1147281147112358e-5	0	GDF11_TGFBR1_ACVR2A	Gdf11  - (Tgfbr1+Acvr2a)	GDF	Secreted Signaling	KEGG: mmu04350	1.6581581312091287e-4
P/Y	A2	Gdf11	Tgfbr1	8.106281625717892e-6	0	GDF11_TGFBR1_ACVR2A	Gdf11  - (Tgfbr1+Acvr2a)	GDF	Secreted Signaling	KEGG: mmu04350	1.202966134142891e-4
P/Y	A2	Gdf11	Acvr2a	8.106281625717892e-6	0	GDF11_TGFBR1_ACVR2A	Gdf11  - (Tgfbr1+Acvr2a)	GDF	Secreted Signaling	KEGG: mmu04350	1.202966134142891e-4
P/Y	P/Y	Gdf11	Tgfbr1	8.13253162161542e-6	0	GDF11_TGFBR1_ACVR2A	Gdf11  - (Tgfbr1+Acvr2a)	GDF	Secreted Signaling	KEGG: mmu04350	1.2068953646381648e-4
P/Y	P/Y	Gdf11	Acvr2a	8.13253162161542e-6	0	GDF11_TGFBR1_ACVR2A	Gdf11  - (Tgfbr1+Acvr2a)	GDF	Secreted Signaling	KEGG: mmu04350	1.2068953646381648e-4
P/Y	A/N	Gdf11	Acvr2b	9.131576383063749e-6	0.01	GDF11_TGFBR1_ACVR2B	Gdf11  - (Tgfbr1+Acvr2b)	GDF	Secreted Signaling	KEGG: mmu04350	1.3564373744026704e-4
P/Y	A2	Gdf11	Acvr2b	6.669260141950331e-6	0.01	GDF11_TGFBR1_ACVR2B	Gdf11  - (Tgfbr1+Acvr2b)	GDF	Secreted Signaling	KEGG: mmu04350	9.87865581044713e-5
P/Y	P/Y	Gdf11	Acvr2b	7.104881570391572e-6	0	GDF11_TGFBR1_ACVR2B	Gdf11  - (Tgfbr1+Acvr2b)	GDF	Secreted Signaling	KEGG: mmu04350	1.0530715722268779e-4
A2	P/Y	Wnt3	Fzd2	9.202688198518009e-7	0	WNT3_FZD2_LRP5	Wnt3  - (Fzd2+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.2732784579952304e-5
A2	P/Y	Wnt3	Lrp5	9.202688198518009e-7	0	WNT3_FZD2_LRP5	Wnt3  - (Fzd2+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.2732784579952304e-5
A2	A/N	Wnt3	Fzd3	3.433781574103407e-6	0	WNT3_FZD3_LRP5	Wnt3  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.0356298895225895e-5
A2	A/N	Wnt3	Lrp5	3.433781574103407e-6	0	WNT3_FZD3_LRP5	Wnt3  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.0356298895225895e-5
A2	A2	Wnt3	Fzd3	2.6714167157748676e-6	0	WNT3_FZD3_LRP5	Wnt3  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	3.894484092181068e-5
A2	A2	Wnt3	Lrp5	2.6714167157748676e-6	0	WNT3_FZD3_LRP5	Wnt3  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	3.894484092181068e-5
A2	P/Y	Wnt3	Fzd3	8.496409378992905e-7	0.02	WNT3_FZD3_LRP5	Wnt3  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.1675591166788613e-5
A2	P/Y	Wnt3	Fzd4	1.3920204117430577e-6	0	WNT3_FZD4_LRP5	Wnt3  - (Fzd4+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.979419803041181e-5
A2	A2	Wnt3	Fzd6	1.1735037199269405e-6	0	WNT3_FZD6_LRP5	Wnt3  - (Fzd6+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.6523331046043626e-5
A2	P/Y	Wnt3	Fzd7	1.5480282493493428e-6	0	WNT3_FZD7_LRP5	Wnt3  - (Fzd7+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	2.21294012640324e-5
A2	P/Y	Wnt3	Fzd8	4.552796507860404e-7	0	WNT3_FZD8_LRP5	Wnt3  - (Fzd8+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.772594451932932e-6
P/Y	P/Y	Wnt4	Fzd2	3.972337591050605e-6	0	WNT4_FZD2_LRP5	Wnt4  - (Fzd2+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.8417674346341395e-5
P/Y	P/Y	Wnt4	Lrp5	3.972337591050605e-6	0	WNT4_FZD2_LRP5	Wnt4  - (Fzd2+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.8417674346341395e-5
P/Y	A/N	Wnt4	Fzd3	1.4821781188489241e-5	0	WNT4_FZD3_LRP5	Wnt4  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	2.208175650214635e-4
P/Y	A/N	Wnt4	Lrp5	1.4821781188489241e-5	0	WNT4_FZD3_LRP5	Wnt4  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	2.208175650214635e-4
P/Y	A2	Wnt4	Fzd3	1.1531094856932305e-5	0	WNT4_FZD3_LRP5	Wnt4  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.7156092843070514e-4
P/Y	A2	Wnt4	Lrp5	1.1531094856932305e-5	0	WNT4_FZD3_LRP5	Wnt4  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.7156092843070514e-4
P/Y	P/Y	Wnt4	Fzd3	3.6674734251350705e-6	0.01	WNT4_FZD3_LRP5	Wnt4  - (Fzd3+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.3854315242181124e-5
P/Y	P/Y	Wnt4	Fzd4	6.008642353644133e-6	0	WNT4_FZD4_LRP5	Wnt4  - (Fzd4+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	8.889810109416936e-5
P/Y	A2	Wnt4	Fzd6	5.0654210964017165e-6	0	WNT4_FZD6_LRP5	Wnt4  - (Fzd6+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	7.477949421051474e-5
P/Y	P/Y	Wnt4	Fzd7	6.682045126025615e-6	0	WNT4_FZD7_LRP5	Wnt4  - (Fzd7+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	9.897793013175199e-5
P/Y	P/Y	Wnt4	Fzd8	1.9652163254936505e-6	0	WNT4_FZD8_LRP5	Wnt4  - (Fzd8+Lrp5)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	2.8374080758268857e-5
A2	P/Y	Wnt3	Lrp6	2.99526651139765e-6	0	WNT3_FZD2_LRP6	Wnt3  - (Fzd2+Lrp6)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	4.379238641407139e-5
A2	A/N	Wnt3	Lrp6	8.1295558441663e-6	0	WNT3_FZD3_LRP6	Wnt3  - (Fzd3+Lrp6)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.2064499354066374e-4
A2	A2	Wnt3	Lrp6	5.994248680082383e-6	0	WNT3_FZD3_LRP6	Wnt3  - (Fzd3+Lrp6)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	8.868264939917245e-5
P/Y	P/Y	Wnt4	Lrp6	1.2928968364762291e-5	0	WNT4_FZD2_LRP6	Wnt4  - (Fzd2+Lrp6)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	1.9248499728367685e-4
P/Y	A/N	Wnt4	Lrp6	3.509034450130045e-5	0	WNT4_FZD3_LRP6	Wnt4  - (Fzd3+Lrp6)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	5.242075441093702e-4
P/Y	A2	Wnt4	Lrp6	2.5873717333615513e-5	0	WNT4_FZD3_LRP6	Wnt4  - (Fzd3+Lrp6)	WNT	Secreted Signaling	KEGG: mmu04310; PMID: 23209147	3.862484652881524e-4
P/Y	P/Y	Wnt5a	Fzd2	4.1528782843806963e-7	0	WNT5A_FZD2	Wnt5a  - Fzd2	ncWNT	Secreted Signaling	KEGG: mmu04310	5.1739768805449724e-6
P/Y	A/N	Wnt5a	Fzd3	3.3673317437905752e-6	0	WNT5A_FZD3	Wnt5a  - Fzd3	ncWNT	Secreted Signaling	KEGG: mmu04310	4.936164464579213e-5
P/Y	A2	Wnt5a	Fzd3	1.7238056790200866e-6	0	WNT5A_FZD3	Wnt5a  - Fzd3	ncWNT	Secreted Signaling	KEGG: mmu04310	2.476052562587728e-5
P/Y	P/Y	Wnt5a	Fzd3	3.539896884642831e-7	0	WNT5A_FZD3	Wnt5a  - Fzd3	ncWNT	Secreted Signaling	KEGG: mmu04310	4.256435705190928e-6
P/Y	P/Y	Wnt5a	Fzd4	9.501915739854948e-7	0	WNT5A_FZD4	Wnt5a  - Fzd4	ncWNT	Secreted Signaling	KEGG: mmu04310	1.3180683309169874e-5
P/Y	A2	Wnt5a	Fzd6	3.3263908181619597e-7	0	WNT5A_FZD6	Wnt5a  - Fzd6	ncWNT	Secreted Signaling	KEGG: mmu04310	3.9368491610187026e-6
P/Y	P/Y	Wnt5a	Fzd7	1.175107965130751e-6	0	WNT5A_FZD7	Wnt5a  - Fzd7	ncWNT	Secreted Signaling	KEGG: mmu04310	1.6547344189517307e-5
P/Y	P/Y	Wnt5a	Fzd8	1.0164265379263847e-7	0	WNT5A_FZD8	Wnt5a  - Fzd8	ncWNT	Secreted Signaling	KEGG: mmu04310	4.791792519161012e-7
A2	A2	Tgfa	Egfr	1.224027875351806e-5	0	TGFA_EGFR	Tgfa  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	1.8217634720676788e-4
A2	P/Y	Tgfa	Egfr	8.26720305872612e-7	0	TGFA_EGFR_ERBB2	Tgfa  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	1.1332503698578164e-5
A2	P/Y	Tgfa	Erbb2	8.26720305872612e-7	0	TGFA_EGFR_ERBB2	Tgfa  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	1.1332503698578164e-5
P/Y	A2	Areg	Egfr	2.3712204131423397e-5	0	AREG_EGFR	Areg  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	3.538938560792797e-4
P/Y	P/Y	Areg	Egfr	1.60156241137376e-6	0	AREG_EGFR_ERBB2	Areg  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	2.2930727339611254e-5
P/Y	P/Y	Areg	Erbb2	1.60156241137376e-6	0	AREG_EGFR_ERBB2	Areg  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	2.2930727339611254e-5
A/N	A2	Hbegf	Egfr	2.1381062190262903e-5	0.01	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	3.1900015918204607e-4
P/Y	A2	Hbegf	Egfr	1.2133753977792095e-4	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	0.0018151986403961674
A/N	P/Y	Hbegf	Egfr	1.4441099989604226e-6	0	HBEGF_EGFR_ERBB2	Hbegf  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	2.0573900988765306e-5
A/N	P/Y	Hbegf	Erbb2	1.4441099989604226e-6	0	HBEGF_EGFR_ERBB2	Hbegf  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	2.0573900988765306e-5
P/Y	P/Y	Hbegf	Egfr	8.1960889793036e-6	0.01	HBEGF_EGFR_ERBB2	Hbegf  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	1.2164089473831794e-4
P/Y	P/Y	Hbegf	Erbb2	8.1960889793036e-6	0.01	HBEGF_EGFR_ERBB2	Hbegf  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	1.2164089473831794e-4
A/N	A/N	Hbegf	Erbb4	7.3676571207966905e-6	0	HBEGF_ERBB4	Hbegf  - Erbb4	EGF	Secreted Signaling	KEGG: mmu04012	1.0924051290813153e-4
P/Y	A/N	Hbegf	Erbb4	4.1814197661836067e-5	0	HBEGF_ERBB4	Hbegf  - Erbb4	EGF	Secreted Signaling	KEGG: mmu04012	6.248535365402033e-4
P/Y	A/N	Ereg	Egfr	2.9785563182394824e-6	0	EREG_EGFR	Ereg  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	4.354225989673669e-5
P/Y	A2	Ereg	Egfr	1.826902605723491e-5	0	EREG_EGFR	Ereg  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	2.724176479922473e-4
P/Y	P/Y	Ereg	Egfr	1.1076037210175199e-6	0	EREG_EGFR	Ereg  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012	1.5536906947677222e-5
P/Y	P/Y	Ereg	Erbb2	1.2339146861122864e-6	0	EREG_EGFR_ERBB2	Ereg  - (Egfr+Erbb2)	EGF	Secreted Signaling	KEGG: mmu04012	1.7427592561020747e-5
P/Y	A/N	Ereg	Erbb4	6.2952740223416614e-6	0	EREG_ERBB4	Ereg  - Erbb4	EGF	Secreted Signaling	KEGG: mmu04012	9.318854707349091e-5
A/N	A2	Nrg1	Erbb3	7.737900295692021e-5	0	NRG1_ERBB3	Nrg1  - Erbb3	NRG	Secreted Signaling	KEGG: mmu04012	0.001157205305544027
A/N	A/N	Nrg1	Erbb4	1.0737271185731498e-4	0	NRG1_ERBB4	Nrg1  - Erbb4	NRG	Secreted Signaling	KEGG: mmu04012	0.0016061661211489399
